occ_code,occ_title,soc10,aioe_lm,aioe_img,aioe_all,communication,responsibility,physical_condition,criticality,routine,skills,complementarity_theta,c_aioe,caioe_w50,median_theta,median_aioe_all
49-3011,Aircraft Mechanics and Service Technicians,493011,0.51633424,0.55108774,5.7392812,49,47.5,57.5,83.333336,54,60,0.58555555,4.1530075,4.9461446,0.57583332,6.0017815
47-3012,Helpers--Carpenters,473012,0.46876672,0.52537388,5.3921266,55.5,73.5,78,69.333336,52.5,40,0.61472225,3.7445321,4.5683293,0.57583332,6.0017815
39-6011,Baggage Porters and Bellhops,396011,0.50781322,0.50505543,5.4612126,46.5,62.5,86.5,68.666664,50.5,40,0.59111112,3.921454,4.6913333,0.57583332,6.0017815
51-3023,Slaughterers and Meat Packers,513023,0.45397711,0.49054796,5.2075939,53,66.5,45,54.333332,45.5,40,0.50722218,4.1762013,4.6918974,0.57583332,6.0017815
41-2011,Cashiers,412011,0.57684982,0.53323013,5.9227524,53,29,40,53,42,40,0.42833334,5.2169576,5.5698552,0.57583332,6.0017815
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",514191,0.48580578,0.53222013,5.5421362,44.5,72,37,55,47.5,40,0.49333334,4.5214596,5.0317979,0.57583332,6.0017815
25-1066,"Psychology Teachers, Postsecondary",251066,0.73297435,0.56283247,6.6357336,87.5,37,20,60.333332,61,100,0.6097222,4.6413274,5.6385303,0.57583332,6.0017815
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",499021,0.50934887,0.54093784,5.651351,53,72.5,69.5,77.666664,56,60,0.64777774,3.737741,4.6945462,0.57583332,6.0017815
17-2171,Petroleum Engineers,172171,0.674483,0.59517723,6.5970221,69,67.5,29.5,63.333332,59,80,0.61388886,4.5867629,5.5918927,0.57583332,6.0017815
19-1029,"Biological Scientists, All Other",191029,0.66162419,0.58776855,6.4933348,71.166664,55,26,57.777779,57.166664,100,0.61185181,4.5278988,5.5106168,0.57583332,6.0017815
53-5022,Motorboat Operators,535022,0.485342,0.55591887,5.6347065,68.5,53.5,82,80,54,40,0.63,3.8269048,4.7308059,0.57583332,6.0017815
19-1023,Zoologists and Wildlife Biologists,191023,0.61401123,0.56304199,6.1777372,64,70,52,70,59.5,100,0.6925,3.8096046,4.9936709,0.57583332,6.0017815
19-3092,Geographers,193092,0.70273066,0.593171,6.6819978,78,31.5,36.5,52,54,100,0.58666664,4.8277435,5.7548709,0.57583332,6.0017815
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",499091,0.51316279,0.54805893,5.7085037,38,27.5,58,64.333336,53,40,0.46805558,4.801486,5.2549949,0.57583332,6.0017815
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",534013,0.49864563,0.54674673,5.6595106,62.5,86,69.5,74.666664,44.5,40,0.62861109,3.8516116,4.7555609,0.57583332,6.0017815
27-4021,Photographers,274021,0.553339,0.57867944,5.9588089,55,53,65,58,54,60,0.57499999,4.3747587,5.1667838,0.57583332,6.0017815
23-1011,Lawyers,231011,0.71051127,0.58140731,6.6335349,77,60.5,21.5,86.666664,54,100,0.66611111,4.2657313,5.4496331,0.57583332,6.0017815
41-9091,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",419091,0.71542567,0.55621886,6.5336108,73.5,23.5,41.5,51.666668,62.5,20,0.45444447,5.5844221,6.0590167,0.57583332,6.0017815
17-2081,Environmental Engineers,172081,0.67540836,0.60317028,6.6401963,65.75,64.75,47.75,55.333332,50.5,80,0.6068055,4.663816,5.6520061,0.57583332,6.0017815
33-1011,First-Line Supervisors of Correctional Officers,331011,0.55511147,0.53241944,5.7828655,83.5,90.5,70.5,75.333336,52,60,0.71972221,3.4086781,4.5957718,0.57583332,6.0017815
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",492093,0.50814658,0.54521281,5.6602783,55,71.5,64.5,64.666664,52.5,60,0.6136111,3.9370382,4.7986584,0.57583332,6.0017815
17-3013,Mechanical Drafters,173013,0.6187337,0.60561436,6.4136677,57.5,36,26.5,60.666668,57,60,0.49611115,5.2146678,5.814168,0.57583332,6.0017815
51-2031,Engine and Other Machine Assemblers,512031,0.49663141,0.54045218,5.6035924,57,60.5,48.5,66.333336,48,40,0.53388888,4.3443408,4.9739666,0.57583332,6.0017815
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",251193,0.70839423,0.56682467,6.5596595,87,53.5,43,69.333336,63,100,0.69305557,4.0414791,5.3005691,0.57583332,6.0017815
47-2171,Reinforcing Iron and Rebar Workers,472171,0.43357968,0.50484097,5.146143,57.5,84.5,80.5,55,46.5,40,0.60666668,3.6151655,4.3806543,0.57583332,6.0017815
47-2151,Pipelayers,472151,0.4849596,0.52826279,5.4821296,62.5,81,93.5,72.666664,51,40,0.66777778,3.5161769,4.4991531,0.57583332,6.0017815
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",452092,0.46344385,0.514467,5.3115406,52.5,48.5,68.5,42,44.5,20,0.46000001,4.5103831,4.9109621,0.57583332,6.0017815
11-9033,"Education Administrators, Postsecondary",119033,0.71829021,0.5832876,6.6931996,74.5,59.5,27,70.666664,61.5,100,0.65527779,4.3766088,5.534904,0.57583332,6.0017815
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,492097,0.52353281,0.55625558,5.7770705,38.5,24,37,57.333332,62.5,60,0.46555552,4.873601,5.325336,0.57583332,6.0017815
15-2031,Operations Research Analysts,152031,0.69164467,0.5941301,6.6656456,65,32,23.5,62.666668,60.5,100,0.57277781,4.9085073,5.7870765,0.57583332,6.0017815
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",452093,0.49283567,0.53211123,5.5349483,42,58.5,71,63.333332,52.5,40,0.54555553,4.2265482,4.8807483,0.57583332,6.0017815
29-9012,Occupational Health and Safety Technicians,299012,0.61420745,0.56801659,6.2147403,71,79.5,54.5,73,58.5,60,0.66083336,4.029223,5.1219816,0.57583332,6.0017815
51-6031,Sewing Machine Operators,516031,0.47711596,0.55045211,5.6000671,41.5,39,31,38,44.5,20,0.35666665,5.334064,5.4670658,0.57583332,6.0017815
19-2043,Hydrologists,192043,0.63354433,0.57789338,6.3232913,62,49.5,45.5,52.333332,54,100,0.60555553,4.4491382,5.3862147,0.57583332,6.0017815
27-2031,Dancers,272031,0.43256637,0.46186545,4.8311729,67,43.5,58,53.333332,43.5,60,0.5422222,3.7052414,4.2682071,0.57583332,6.0017815
29-2055,Surgical Technologists,292055,0.53967559,0.54380614,5.8168435,51,79.5,49.5,81.333336,55,60,0.62722224,3.966764,4.8918037,0.57583332,6.0017815
29-1081,Podiatrists,291081,0.63344646,0.57162327,6.3176169,66,84.5,46,86.666664,66,100,0.74861109,3.5413754,4.9294963,0.57583332,6.0017815
21-1014,Mental Health Counselors,211014,0.71760726,0.57154709,6.6396685,70,39.5,32.5,53.333332,52.5,100,0.57972217,4.8432698,5.7414689,0.57583332,6.0017815
29-9011,Occupational Health and Safety Specialists,299011,0.63722545,0.5862599,6.4109316,71.5,78,59.5,73.666664,55.5,80,0.69694442,3.9249151,5.1679235,0.57583332,6.0017815
23-1012,Judicial Law Clerks,231012,0.71552187,0.5793345,6.6940217,55.5,23,18.5,61.333332,52,100,0.51722217,5.3012938,5.9976578,0.57583332,6.0017815
19-2011,Astronomers,192011,0.67462265,0.60925013,6.6537981,72.5,39.5,21.5,53.666668,62.5,100,0.5827778,4.8332448,5.7435217,0.57583332,6.0017815
47-2043,Floor Sanders and Finishers,472043,0.45128834,0.50842708,5.2463346,51,69.5,35,69.666664,58,20,0.50527775,4.2174702,4.7319026,0.57583332,6.0017815
47-5051,"Rock Splitters, Quarry",475051,0.44787273,0.51072693,5.239676,36.5,46.5,68.5,51,38.5,20,0.435,4.5803499,4.9100132,0.57583332,6.0017815
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",519121,0.47660676,0.5420453,5.5291343,54.5,62,48.5,61,39.5,40,0.50916666,4.4233074,4.9762211,0.57583332,6.0017815
51-9122,"Painters, Transportation Equipment",519122,0.451814,0.54014742,5.3820882,54.5,62,48.5,61,39.5,40,0.50916666,4.3056707,4.8438792,0.57583332,6.0017815
53-7121,"Tank Car, Truck, and Ship Loaders",537121,0.4659403,0.52702391,5.40904,62,77.5,78,84,52,40,0.6558333,3.5339062,4.4714732,0.57583332,6.0017815
19-3011,Economists,193011,0.69990385,0.58810896,6.6674404,68,22.5,19.25,54.166668,63.25,100,0.54527783,5.0931835,5.880312,0.57583332,6.0017815
19-4021,Biological Technicians,194021,0.59741884,0.57067108,6.1703629,64.5,51.5,31.5,51.666668,51,80,0.55027783,4.6826196,5.4264913,0.57583332,6.0017815
39-3091,Amusement and Recreation Attendants,393091,0.56641847,0.51782751,5.7981067,81,42.5,71,48.333332,43,20,0.50972217,4.6352644,5.2166858,0.57583332,6.0017815
47-5012,"Rotary Drill Operators, Oil and Gas",475012,0.51068991,0.54181594,5.6858158,69,93,89.5,85,53.5,40,0.71666664,3.3688459,4.5273309,0.57583332,6.0017815
25-1194,"Vocational Education Teachers, Postsecondary",251194,0.61944813,0.5459075,6.1077003,86.5,53,43,62,58,60,0.60416669,4.3059287,5.2068143,0.57583332,6.0017815
25-1063,"Economics Teachers, Postsecondary",251063,0.71118277,0.56902367,6.6291308,83.5,22.5,27.5,57.666668,62.5,100,0.58944446,4.7711329,5.7001319,0.57583332,6.0017815
27-4031,"Camera Operators, Television, Video, and Motion Picture",274031,0.53221017,0.56458646,5.8330917,59,52,60.5,60.333332,49,60,0.56805551,4.3229694,5.0780306,0.57583332,6.0017815
53-3032,Heavy and Tractor-Trailer Truck Drivers,533032,0.46617833,0.54767597,5.5166364,48.5,56,67,83,52.5,40,0.57833332,4.0317416,4.774189,0.57583332,6.0017815
53-5021,"Captains, Mates, and Pilots of Water Vessels",535021,0.51816821,0.57213515,5.8385854,67,82,78,87.666664,58.5,60,0.72194445,3.4285471,4.6335664,0.57583332,6.0017815
27-3091,Interpreters and Translators,273091,0.70177299,0.55341202,6.535512,67.5,40,43,76.333336,47,80,0.58972222,4.7019377,5.6187248,0.57583332,6.0017815
31-1011,Home Health Aides,311011,0.5513981,0.52991146,5.7438688,48,60.5,45.5,65.666664,49.5,40,0.51527774,4.5599937,5.1519313,0.57583332,6.0017815
51-9082,Medical Appliance Technicians,519082,0.53911543,0.54684407,5.8114767,61.5,70,38,70.333336,57.5,60,0.59555554,4.1471343,4.9793057,0.57583332,6.0017815
49-9031,Home Appliance Repairers,499031,0.50660056,0.53214908,5.5971761,55,45,64.5,71.666664,55.5,40,0.55277777,4.2336421,4.9154091,0.57583332,6.0017815
17-3021,Aerospace Engineering and Operations Technicians,173021,0.6032365,0.57281727,6.2107978,55,59,35,76.333336,50,60,0.55888891,4.6598234,5.4353108,0.57583332,6.0017815
47-2031,Carpenters,472031,0.47945881,0.52595764,5.435905,62.5,84.5,73,72.333336,49.5,40,0.6363889,3.657156,4.5465307,0.57583332,6.0017815
19-1041,Epidemiologists,191041,0.6959759,0.59712487,6.681993,70,44.5,26.5,57.333332,59.5,100,0.59638888,4.7627764,5.7223845,0.57583332,6.0017815
27-1025,Interior Designers,271025,0.65640432,0.6167078,6.5401826,67,68,35.5,61.333332,57.5,80,0.61555552,4.5363436,5.5382628,0.57583332,6.0017815
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",252022,0.69598401,0.58075523,6.6144509,93,56,53.5,63,56.5,80,0.67000002,4.2277365,5.4210935,0.57583332,6.0017815
29-1069,"Physicians and Surgeons, All Other",291069,0.63900697,0.57634801,6.3544912,66.291664,73.333328,42.382576,90.388885,60.666668,100,0.72177184,3.7325952,5.0435433,0.57583332,6.0017815
29-1131,Veterinarians,291131,0.57883704,0.55149066,6.0007749,66,78.5,50,88.666664,58,100,0.73527777,3.443778,4.7222767,0.57583332,6.0017815
49-9052,Telecommunications Line Installers and Repairers,499052,0.49581736,0.53413326,5.5460138,58,55.5,80,74.333336,57,40,0.60805559,3.8883717,4.7171926,0.57583332,6.0017815
25-1122,"Communications Teachers, Postsecondary",251122,0.73170733,0.56291044,6.6419425,86,46,27.5,69.333336,61,100,0.64972222,4.379992,5.5109673,0.57583332,6.0017815
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",172151,0.67433554,0.60560143,6.6417241,61.5,57.5,47.5,64.333336,56.5,80,0.61222225,4.6289124,5.6353183,0.57583332,6.0017815
49-2091,Avionics Technicians,492091,0.56348979,0.55941302,5.956665,50.5,57.5,54,68.333336,52.5,60,0.5713889,4.3946953,5.1756802,0.57583332,6.0017815
51-2091,Fiberglass Laminators and Fabricators,512091,0.47676134,0.53542006,5.486238,57,71,52,44,36.5,40,0.50083333,4.4347091,4.9604735,0.57583332,6.0017815
11-9121,Natural Sciences Managers,119121,0.69230461,0.58847159,6.6326146,67.166664,64.666664,33,60.444447,56.833332,86.666664,0.61462963,4.6065965,5.6196055,0.57583332,6.0017815
53-4021,"Railroad Brake, Signal, and Switch Operators",534021,0.47425056,0.53534269,5.4857192,51,74.5,68,82.666664,49,40,0.60861111,3.8430512,4.6643853,0.57583332,6.0017815
13-1022,"Wholesale and Retail Buyers, Except Farm Products",131022,0.65377158,0.57205498,6.4036694,64.5,51.5,33.5,75,61,60,0.57583332,4.6960244,5.5498466,0.57583332,6.0017815
39-5093,Shampooers,395093,0.54319918,0.51064467,5.6264791,49.5,47.5,49.5,55,47.5,40,0.48166665,4.6559114,5.1411953,0.57583332,6.0017815
51-2022,Electrical and Electronic Equipment Assemblers,512022,0.52170742,0.55122256,5.7529116,43,66.5,41,59.333332,50.5,40,0.50055552,4.6518683,5.2023902,0.57583332,6.0017815
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",436014,0.6934092,0.56173772,6.5299845,53,42,26,53.333332,58,40,0.45388886,5.5849509,6.0574675,0.57583332,6.0017815
51-4111,Tool and Die Makers,514111,0.5272308,0.55690509,5.7948728,55,55,25,80.333336,60,60,0.55888891,4.347764,5.0713186,0.57583332,6.0017815
53-4012,Locomotive Firers,534012,0.49420515,0.55552346,5.6870155,51,74.5,68,82.666664,49,40,0.60861111,3.9840703,4.8355432,0.57583332,6.0017815
27-3041,Editors,273041,0.68796378,0.58633381,6.5431309,65.5,41.5,35,65.333336,57,80,0.5738889,4.8110185,5.6770749,0.57583332,6.0017815
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",172111,0.6514805,0.59513605,6.4867415,69.125,65.125,51.125,69.166664,55.25,80,0.64965278,4.2780962,5.3824186,0.57583332,6.0017815
33-2011,Firefighters,332011,0.47587472,0.52909249,5.4393067,70,80.5,89,77.333336,53.5,60,0.71722221,3.2197676,4.3295369,0.57583332,6.0017815
19-3099,"Social Scientists and Related Workers, All Other",193099,0.67890704,0.60349679,6.6332035,70,53,39,55.333332,54,80,0.58555549,4.79986,5.7165318,0.57583332,6.0017815
39-9032,Recreation Workers,399032,0.59435272,0.53464103,5.9245434,69.5,55.5,51,68,59.5,80,0.63916665,3.9694443,4.9469938,0.57583332,6.0017815
31-1014,Nursing Assistants,311014,0.54197961,0.51038659,5.6270876,51,78.5,52.5,60,50.5,60,0.58749998,4.0608816,4.8439846,0.57583332,6.0017815
25-1126,"Philosophy and Religion Teachers, Postsecondary",251126,0.74011344,0.56243503,6.6491938,79,26.5,23,65.333336,61.5,100,0.59222221,4.7671027,5.708148,0.57583332,6.0017815
19-3093,Historians,193093,0.71364701,0.56162751,6.5299234,67,34,43,56,61.5,100,0.60250002,4.6144791,5.5722013,0.57583332,6.0017815
21-1023,Mental Health and Substance Abuse Social Workers,211023,0.69331819,0.56916237,6.5390716,70.5,48,41.5,65.333336,58,100,0.6388889,4.3829942,5.4610329,0.57583332,6.0017815
53-4011,Locomotive Engineers,534011,0.50762779,0.56402737,5.8102207,58.5,83,68,81.666664,53.5,40,0.64111108,3.8815506,4.8458858,0.57583332,6.0017815
29-1023,Orthodontists,291023,0.58780664,0.56651872,6.10745,67.5,92.5,46,79,66.5,100,0.7525,3.3998139,4.7536321,0.57583332,6.0017815
51-6051,"Sewers, Hand",516051,0.49879447,0.56996006,5.7647028,44.5,16.5,19,60.666668,57,40,0.39611113,5.263494,5.5140982,0.57583332,6.0017815
25-2053,"Special Education Teachers, Middle School",252053,0.70027012,0.5811336,6.6187906,83.5,58,50,69.333336,56.5,80,0.66222227,4.2819896,5.4503899,0.57583332,6.0017815
51-4121,"Welders, Cutters, Solderers, and Brazers",514121,0.47495919,0.53725666,5.4947572,48,55.5,35.5,57.666668,47.5,40,0.47361115,4.5911746,5.0429659,0.57583332,6.0017815
49-9094,Locksmiths and Safe Repairers,499094,0.50122714,0.54744148,5.6443386,62,58,72,67.666664,55,40,0.59111112,4.0529485,4.8486438,0.57583332,6.0017815
31-1013,Psychiatric Aides,311013,0.56254047,0.52936214,5.8107505,55.5,74,60,59,51.5,40,0.56666666,4.3144822,5.0626163,0.57583332,6.0017815
41-3011,Advertising Sales Agents,413011,0.68209785,0.58380008,6.5586219,70.5,24,49.5,65.666664,64,80,0.5894444,4.720386,5.639504,0.57583332,6.0017815
27-1023,Floral Designers,271023,0.56731284,0.56606269,5.912044,49,73,65,57,63,40,0.57833332,4.3207188,5.1163816,0.57583332,6.0017815
29-1064,Obstetricians and Gynecologists,291064,0.61724311,0.55286378,6.1609359,61.5,77,48.5,91.666664,64,100,0.73777777,3.5202904,4.8406134,0.57583332,6.0017815
25-1031,"Architecture Teachers, Postsecondary",251031,0.69273251,0.58871686,6.585412,87.5,44,50,55,62,100,0.66416669,4.2475905,5.4165015,0.57583332,6.0017815
53-7032,Excavating and Loading Machine and Dragline Operators,537032,0.46927369,0.54263151,5.5187554,57,65.5,59,74.666664,54.5,40,0.5844444,3.9995649,4.75916,0.57583332,6.0017815
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",373012,0.50613594,0.53905481,5.6357546,53,55.5,61.5,80.333336,53,40,0.57222223,4.1532378,4.8944964,0.57583332,6.0017815
49-9045,"Refractory Materials Repairers, Except Brickmasons",499045,0.48258272,0.52611965,5.4767871,37,70,65,58,41.5,40,0.51916665,4.3266621,4.9017243,0.57583332,6.0017815
29-1031,Dietitians and Nutritionists,291031,0.70279449,0.58517265,6.6398573,70.5,53,32.5,60.333332,58,100,0.62388885,4.5501471,5.5950022,0.57583332,6.0017815
29-1022,Oral and Maxillofacial Surgeons,291022,0.55777854,0.55388767,5.9268641,70.5,95,49.5,90.333336,63,100,0.78055555,3.1330063,4.5299354,0.57583332,6.0017815
29-2021,Dental Hygienists,292021,0.55587882,0.5391075,5.8468366,50.5,41.5,44.5,72.666664,57,60,0.54361111,4.476078,5.1614575,0.57583332,6.0017815
39-4011,Embalmers,394011,0.52979916,0.54462755,5.7050123,79.5,68.5,74.5,85.333336,59.5,60,0.71222222,3.4055755,4.555294,0.57583332,6.0017815
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",472131,0.45682448,0.51917374,5.3049102,44.5,63.5,65,60.666668,49.5,40,0.53861117,4.0877275,4.6963191,0.57583332,6.0017815
47-5011,"Derrick Operators, Oil and Gas",475011,0.46702024,0.52035111,5.3967605,51,85.5,93.5,64,55,20,0.61500001,3.7462511,4.571506,0.57583332,6.0017815
25-2012,"Kindergarten Teachers, Except Special Education",252012,0.64195281,0.54649532,6.1988368,80.5,47.5,61.5,62.333332,54,80,0.6430555,4.1291146,5.1639757,0.57583332,6.0017815
27-1027,Set and Exhibit Designers,271027,0.57233089,0.57415903,6.0111709,69.5,46,39,54.666668,58.5,100,0.61277783,4.1861124,5.0986414,0.57583332,6.0017815
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,359011,0.46341109,0.48596627,5.1659398,65,52.5,47,44,45.5,20,0.45666668,4.4039636,4.7849517,0.57583332,6.0017815
49-9011,Mechanical Door Repairers,499011,0.47632173,0.52476585,5.4111171,56.5,50,76,70.333336,56,40,0.58138889,3.9380908,4.6746039,0.57583332,6.0017815
27-4011,Audio and Video Equipment Technicians,274011,0.57573879,0.56069571,6.0292721,64.5,64,35.5,61,55,60,0.56666666,4.4767346,5.2530031,0.57583332,6.0017815
21-1015,Rehabilitation Counselors,211015,0.65749454,0.54781276,6.2610846,66.5,60.5,36,64.666664,57,80,0.60777777,4.3914552,5.3262701,0.57583332,6.0017815
21-1022,Healthcare Social Workers,211022,0.67965984,0.5655632,6.4555688,68,50,45.5,66,59,100,0.64749998,4.2714348,5.363502,0.57583332,6.0017815
27-2012,Producers and Directors,272012,0.65964419,0.58575141,6.458271,67.75,60.916664,39.416664,70.111115,60.416668,80,0.63101846,4.3796649,5.4189682,0.57583332,6.0017815
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",131011,0.6928426,0.56595767,6.5162377,57,33,23.5,72,61.5,80,0.54500002,4.9794917,5.7478647,0.57583332,6.0017815
19-1020,Biologists,191020,0.64268529,0.58082068,6.3735838,66.5,80,52,71.666664,65,100,0.72527778,3.7214649,5.0475245,0.57583332,6.0017815
53-6031,Automotive and Watercraft Service Attendants,536031,0.49119481,0.52095294,5.4839873,63,64.5,73,80.333336,53,40,0.62305558,3.7626245,4.6233058,0.57583332,6.0017815
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,331021,0.53157455,0.54876459,5.7672849,72,93,85,85.333336,60.5,60,0.75972223,3.1688025,4.4680438,0.57583332,6.0017815
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",492022,0.50571012,0.54739231,5.650064,50,48.5,73,73.333336,53.5,60,0.59722227,4.0225315,4.8362975,0.57583332,6.0017815
27-2021,Athletes and Sports Competitors,272021,0.47559586,0.49228311,5.2167587,66.5,62,69.5,61.333332,57,40,0.59388888,3.7314317,4.4740953,0.57583332,6.0017815
33-3011,Bailiffs,333011,0.5714525,0.51292926,5.8045511,63,48.5,50.5,62.666668,48,60,0.55444449,4.3808236,5.0926871,0.57583332,6.0017815
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,319096,0.53555107,0.52189934,5.6858835,57.5,54.5,63,70.333336,50.5,40,0.55972224,4.2612538,4.9735684,0.57583332,6.0017815
47-4099,"Construction and Related Workers, All Other",474099,0.51148427,0.54001552,5.6402884,54.75,75.5,73.5,67.833336,55.5,50,0.62847227,3.8393128,4.7398005,0.57583332,6.0017815
53-7061,Cleaners of Vehicles and Equipment,537061,0.45462829,0.51887965,5.2998953,41.5,64.5,51.5,62,58,40,0.52916664,4.1339183,4.716907,0.57583332,6.0017815
49-3021,Automotive Body and Related Repairers,493021,0.4834078,0.53711963,5.5024233,49.5,59,36,71,56,40,0.51916665,4.3469143,4.9246688,0.57583332,6.0017815
13-1121,"Meeting, Convention, and Event Planners",131121,0.62996626,0.56008691,6.2031713,59,64.5,52.5,66,65.5,80,0.64583331,4.1147704,5.1589708,0.57583332,6.0017815
19-3094,Political Scientists,193094,0.73041302,0.5712235,6.674139,84,23.5,18.5,57,67,100,0.58333331,4.8443127,5.7592258,0.57583332,6.0017815
29-1128,Exercise Physiologists,291128,0.61229485,0.5343532,6.019619,72.5,52.5,52,64,60,80,0.63499999,4.0582266,5.0389228,0.57583332,6.0017815
39-9021,Personal Care Aides,399021,0.56841224,0.5193913,5.7759466,49,61.5,52,65.666664,57.5,40,0.54277778,4.4266214,5.101284,0.57583332,6.0017815
29-1066,Psychiatrists,291066,0.70296568,0.57599533,6.6118851,62,53,34,85.333336,62,100,0.6605556,4.2885418,5.4502134,0.57583332,6.0017815
25-1123,"English Language and Literature Teachers, Postsecondary",251123,0.74499118,0.56456721,6.6736746,81.5,28.5,25,53.333332,65.5,100,0.58972222,4.8013382,5.7375064,0.57583332,6.0017815
29-2091,Orthotists and Prosthetists,292091,0.59680361,0.55850095,6.0645895,65.5,58.5,47.5,72,58.5,100,0.67000002,3.8762834,4.9704366,0.57583332,6.0017815
27-1024,Graphic Designers,271024,0.63119316,0.60387212,6.357183,62,30.5,22,53.333332,58.5,80,0.51055551,5.0769172,5.7170501,0.57583332,6.0017815
51-2021,"Coil Winders, Tapers, and Finishers",512021,0.5116725,0.53418261,5.6609163,53,54.5,35,68.666664,53.5,40,0.50777775,4.5365958,5.0987558,0.57583332,6.0017815
25-1053,"Environmental Science Teachers, Postsecondary",251053,0.72328687,0.57079917,6.6419802,86,60.5,39,61.333332,64.5,100,0.68555552,4.1420131,5.3919964,0.57583332,6.0017815
29-1161,Nurse Midwives,291161,0.61217541,0.55184913,6.12321,63.5,67.5,50.5,92.666664,58.5,100,0.72111112,3.6007876,4.8619986,0.57583332,6.0017815
47-5041,Continuous Mining Machine Operators,475041,0.47004521,0.53970677,5.5092282,56.5,73.5,41,83.666664,55,40,0.58277774,4.0018425,4.7555351,0.57583332,6.0017815
25-2021,"Elementary School Teachers, Except Special Education",252021,0.67306936,0.56957066,6.4343762,79.5,52,53,62.666668,57,80,0.6402778,4.3038826,5.3691297,0.57583332,6.0017815
47-2142,Paperhangers,472142,0.45202264,0.51607102,5.255887,40,56.5,44,64,58,40,0.50416666,4.230989,4.7434382,0.57583332,6.0017815
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,471011,0.55524486,0.55469245,5.8969169,67.25,83.75,80.5,77.166664,60.25,60,0.71486109,3.5045705,4.7007437,0.57583332,6.0017815
25-1022,"Mathematical Science Teachers, Postsecondary",251022,0.70647728,0.57079321,6.6379943,89.5,24.5,29.5,52.333332,56.5,100,0.58722216,4.7922635,5.7151289,0.57583332,6.0017815
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",393093,0.60997254,0.50638175,5.8788719,45.5,54,40,49,52.5,40,0.46833333,4.9431515,5.4110117,0.57583332,6.0017815
19-2042,"Geoscientists, Except Hydrologists and Geographers",192042,0.63460839,0.58194554,6.3565755,68,50,45,55,58.5,100,0.6275,4.3330655,5.3448205,0.57583332,6.0017815
25-2054,"Special Education Teachers, Secondary School",252054,0.67164052,0.57435161,6.4667478,81,56,44,65.333336,60,80,0.64388889,4.3021836,5.3844657,0.57583332,6.0017815
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",271013,0.52626234,0.57831919,5.7780776,34,16,15.5,64,62.5,60,0.41999999,5.1376743,5.4578757,0.57583332,6.0017815
19-4092,Forensic Science Technicians,194092,0.58693689,0.5786469,6.1427841,64,48,55.5,82.666664,64,80,0.65694445,4.0064602,5.0746222,0.57583332,6.0017815
25-9021,Farm and Home Management Advisors,259021,0.65314555,0.58039427,6.4224105,72,50,53,61.666668,64.5,100,0.66861117,4.1139102,5.2681603,0.57583332,6.0017815
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",472042,0.49624771,0.51937509,5.4481368,50.5,61,44.5,60.666668,60.5,40,0.52861112,4.2525735,4.8503551,0.57583332,6.0017815
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",492096,0.51161557,0.54491526,5.6777635,55,50,45,71.666664,56.5,60,0.56361109,4.233088,4.9554257,0.57583332,6.0017815
41-9031,Sales Engineers,419031,0.67386353,0.58903438,6.5508814,64.5,53,16.5,72.666664,63,80,0.58277774,4.7584877,5.6546845,0.57583332,6.0017815
17-2071,Electrical Engineers,172071,0.6631828,0.59349084,6.5424566,59,51.5,34,65.333336,58.5,80,0.58055556,4.7669067,5.6546817,0.57583332,6.0017815
47-2021,Brickmasons and Blockmasons,472021,0.44849962,0.51608032,5.2438021,53.5,68,91,64,57.5,40,0.62333333,3.5963743,4.4200883,0.57583332,6.0017815
47-5061,"Roof Bolters, Mining",475061,0.4497042,0.51856679,5.3050246,57,83.5,54.5,61,43,40,0.565,3.9478226,4.6264234,0.57583332,6.0017815
